_id,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,UpperBound,LowerBound,Source,[Units],FootNote,BasePeriod
677e3296a51162faef386b08,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2010,218.75792,2010,283.80795,171.66386,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b09,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2011,236.14607,2011,313.15995,183.13268,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b0a,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2012,207.03128,2012,278.84695,158.54819,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b0b,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2013,193.70536,2013,264.92131,146.40212,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b0c,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2014,193.98335,2014,270.19977,145.14788,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b0d,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2015,194.18621,2015,275.83794,143.55609,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b0e,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2016,193.91202,2016,282.70447,142.31761,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b0f,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2017,194.00031,2017,287.1285,141.05974,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b10,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2018,181.13231,2018,274.36309,131.03082,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b11,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2019,158.17068,2019,244.88313,112.37464,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e3296a51162faef386b12,3,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,360,Indonesia,2020,172.92251,2020,270.95464,120.7845,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",PER_100000_LIVE_BIRTHS,,
677e32b6a51162faef386b14,3,3.1,3.1.2,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),360,Indonesia,2003,66.3,2002 - 2003,,,"Badan Pusat Statistik-Statistics Indonesia (BPS), ORC Macro. Indonesia Demographic and Health Survey 2002-2003. Calverton, Maryland, USA: BPS, ORC Macro; 2003.",PERCENT,,
677e32b6a51162faef386b15,3,3.1,3.1.2,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),360,Indonesia,2007,73,2007,,,"Statistics Indonesia (Badan Pusat Statistik-BPS), Macro International. Indonesia Demographic and Health Survey 2007. Calverton, Maryland, USA: BPS, Macro International; 2008.",PERCENT,,
677e32b6a51162faef386b16,3,3.1,3.1.2,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),360,Indonesia,2012,83.1,2012,,,"Statistics Indonesia (Badan Pusat Statistik—BPS), National Population and Family Planning Board (BKKBN), Kementerian Kesehatan (Kemenkes—MOH),ICF International. Indonesia Demographic and Health Survey 2012. Jakarta, Indonesia: BPS, BKKBN, Kemenkes, ICF International; 2013.",PERCENT,,
677e32b6a51162faef386b17,3,3.1,3.1.2,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),360,Indonesia,2013,87.4,2013,,,"Basic Health Research RISKESDAS 2013. Jakarta: National Institute of Health Research and Development, Ministry of Health, Government of Indonesia; 2013.",PERCENT,,
677e32b6a51162faef386b18,3,3.1,3.1.2,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),360,Indonesia,2016,92.6,2016,,,Statistik Kesejahteraan Rakyat. Welfare statistics 2016. Jakarta: Badan Pusat Statistik (BPS) [Statistics Indonesia]; 2016.,PERCENT,,
677e32b6a51162faef386b19,3,3.1,3.1.2,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),360,Indonesia,2017,90.9,2017,,,"Indonesia Demographic and Health Survey 2017. Jakarta: National Population and Family Planning Board (BKKBN), Statistics Indonesia (BPS), Ministry of Health\r\n(Kemenkes), ICF; 2018.",PERCENT,,
677e32b6a51162faef386b1a,3,3.1,3.1.2,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),360,Indonesia,2018,93.6,2018,,,Statistik Kesejahteraan Rakyat. Welfare statistics 2018. Jakarta: Badan Pusat Statistik (BPS) [Statistics Indonesia]; 2018.,PERCENT,,
677e32b6a51162faef386b1b,3,3.1,3.1.2,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),360,Indonesia,2019,94.7,2019,,,Statistik Kesejahteraan Rakyat. Welfare statistics 2019. Jakarta: Badan Pusat Statistik (BPS) [Statistics Indonesia]; 2019.,PERCENT,,
677e32b6a51162faef386b1c,3,3.1,3.1.2,SH_STA_BRTC,Proportion of births attended by skilled health personnel (%),360,Indonesia,2023,95.7,2023,,,SUSENAS 2023 as part of Welfare Statistics 2023,PERCENT,,
677e32cea51162faef386b20,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2000,52,2000,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b23,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2001,45.5,2001,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b26,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2002,47.4,2002,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b27,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2003,45.3,2003,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b2c,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2004,49.3,2004,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b2d,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2005,41.5,2005,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b32,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2006,39.8,2006,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b33,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2007,38.1,2007,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b38,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2008,36.6,2008,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b39,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2009,35.1,2009,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b3e,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2010,33.7,2010,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b41,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2011,32.3,2011,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b42,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2012,31.1,2012,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b47,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2013,29.8,2013,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b48,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2014,28.6,2014,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b4d,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2015,27.5,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b4e,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2016,26.4,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b53,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2017,25.4,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b56,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2018,24.5,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b57,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2019,23.6,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b5c,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2020,22.8,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b5f,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2021,22,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32cea51162faef386b60,3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2022,21.3,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b65,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2000,40.9,2000,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b69,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2001,39.3,2001,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b6a,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2002,37.7,2002,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b6e,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2003,36.2,2003,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b70,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2004,36.9,2004,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b75,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2005,33.5,2005,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b78,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2006,32.3,2006,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b79,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2007,31,2007,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b7c,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2008,29.9,2008,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b81,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2009,25.9,2009,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b84,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2010,27.8,2010,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b85,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2011,26.8,2011,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b8a,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2012,25.8,2012,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b8b,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2013,24.9,2013,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b90,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2014,24,2014,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b91,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2015,23.1,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b96,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2016,22.3,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b97,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2017,21.5,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b9b,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2018,20.7,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386b9d,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2019,20,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386ba1,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2020,19.4,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386ba5,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2021,18.7,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e32eea51162faef386ba7,3,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",360,Indonesia,2022,18.1,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386baa,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2000,22.9,2000,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bab,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2001,22.1,2001,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bac,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2002,21.4,2002,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bad,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2003,20.8,2003,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bae,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2004,20.4,2004,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386baf,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2005,19.8,2005,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb0,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2006,19.4,2006,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb1,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2007,19,2007,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb2,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2008,18.6,2008,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb3,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2009,17.9,2009,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb4,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2010,17.3,2010,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb5,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2011,16.6,2011,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb6,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2012,15.9,2012,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb7,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2013,15.3,2013,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb8,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2014,14.6,2014,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bb9,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2015,14,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bba,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2016,13.4,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bbb,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2017,12.9,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bbc,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2018,12.4,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
677e3308a51162faef386bbd,3,3.2,3.2.2,SH_DYN_NMRT,"Neonatal mortality rate (deaths per 1,000 live births)",360,Indonesia,2019,12,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",PER_1000_LIVE_BIRTHS,,
